ID,Name,Grade,Grade text,Generation,Total
502,أحمد بن يوسف الأزدي,2,حافظ ثقة,11,593
503,أحمر بن جزء السدوسي,1,صحابي,1,1
504,الأحوص بن جواب الضبي,4,صدوق حسن الحديث,9,144
505,الأحوص بن حكيم العنسي,8,ضعيف الحديث,5,62
506,عمرة بنت رواحة الأنصارية,1,صحابي,1,2
507,أخزم بن أبي أخزم الطائي,9,مجهول,4,1
508,أخشن السدوسي,6,مقبول,3,3
509,أخضر بن خوط الحبراني,4,صدوق حسن الحديث,3,24
510,أخو عمران السلمي,9,مجهول,2,2
512,الأدرع السلمي,1,صحابي,1,1
513,أدرع الضمري,1,صحابي,1,3
514,أربدة التميمي,4,صدوق حسن الحديث,3,6
515,أرطاة بن المنذر الألهاني,2,ثقة ثبت,7,86
516,الأرقم بن أبي الأرقم المخزومي,1,صحابي,1,4
517,أرقم بن شرحبيل الأودي,3,ثقة,3,5
518,أزداد بن فساءة الفارسي,9,مجهول,2,4
519,الأزرق بن قيس الحارثي,3,ثقة,4,22
520,أزهر بن القاسم الراسبي,3,ثقة,9,33
521,أزهر بن جميل الهاشمي,3,ثقة,10,67
522,أزهر بن راشد البصري,9,مجهول,5,4
523,أزهر بن سعد الباهلي,3,ثقة,9,64
524,أزهر بن سنان القرشي,8,ضعيف الحديث,7,3
525,أزهر بن سعيد الحرازي,4,صدوق حسن الحديث,5,21
526,أزهر بن مروان الرقاشي,3,ثقة,10,56
527,أسامة بن أخدري التميمي,1,صحابي,1,1
528,أسامة بن حفص المدني,4,صدوق حسن الحديث,8,16
529,أسامة بن خريم البصري,3,ثقة,2,2
530,أسامة بن زيد الليثي,5,صدوق يهم كثيرا,7,310
531,أسامة بن زيد العدوي,8,ضعيف الحديث,7,98
532,أسامة بن زيد الكلبي,1,صحابي,1,163
533,أسامة بن سليمان العنسي,8,ضعيف الحديث,3,1
534,أسامة بن شريك الذبياني,1,صحابي,1,26
535,أسامة بن عمير الهذلي,1,صحابي,1,25
536,أبو العشراء الدارمي,9,مجهول,4,10
537,أسباط البصري,4,صدوق حسن الحديث,9,12
538,أسباط بن محمد القرشي,3,ثقة,8,174
539,أسباط بن نصر الهمداني,5,صدوق كثير الخطا يغرب,8,157
540,أسد بن كرز القسري,1,صحابي,1,4
541,أسد بن موسى الأموي,3,ثقة,9,931
542,أسعد بن زرارة الأنصاري,1,صحابي,1,15
543,أسعد بن سهل الأنصاري,3,له رؤية,2,108
544,أسلم المنقري,3,ثقة,6,12
545,أسلم العجلي,3,ثقة,4,4
546,أسلم بن سليم الصريمي,1,صحابي,1,3
547,أسلم بن يزيد المصري,3,ثقة,3,16
548,أبو رافع القبطي,1,صحابي,1,150
549,أسلم العدوي,3,ثقة مخضرم,2,183
550,أسماء بن الحكم الفزاري,4,صدوق حسن الحديث,3,4
551,أسماء بن الحارث الأسلمي,1,صحابي,1,4
552,أسماء بن عبيد الضبعي,3,ثقة,6,7
553,أسماء بنت أبي بكر القرشية,1,صحابي,1,110
554,أسماء بنت زيد القرشية,1,صحابي,1,3
555,أسماء بنت سعيد العدوية,1,صحابي,1,1
556,أسماء بنت عابس بن ربيعة,7,مجهول الحال,6,1
557,أسماء بنت عبد الرحمن التيمي,6,مقبول,3,2
558,أسماء بنت عميس الخثعمية,1,صحابي,1,51
559,أسماء بنت يزيد القيسية,6,مقبول,6,1
560,أسماء بنت يزيد الأنصارية,1,صحابي,1,73
561,أسمر بن مضرس الطائي,1,صحابي,1,2
562,أسيد بن أبي أسيد المديني,4,صدوق حسن الحديث,5,14
563,أسيد بن المتشمس التميمي,3,ثقة,2,1
564,أسيد بن حضير الأشهلي,1,صحابي,1,17
565,أسيد بن رافع الأنصاري,6,مقبول,3,3
566,أسيد بن زيد الهاشمي,10,متروك الحديث,9,33
567,أسيد بن ظهير الأنصاري,1,صحابي,1,5
568,أسيد بن عبد الرحمن الخثعمي,3,ثقة,6,8
569,أسيد بن علي بن عبيد الساعدي,6,مقبول,5,5
570,أسيد بن مالك,1,صحابي,1,1
572,أشعث بن أبي الشعثاء المحاربي,3,ثقة,6,79
573,أشعث بن إسحاق الزهري,6,مقبول,4,9
574,أشعث بن ثرملة البصري,3,ثقة,4,3
575,أشعث بن سعيد السمان,10,متروك الحديث,6,53
576,أشعث بن سوار الكندي,8,ضعيف الحديث,6,221
577,أشعث بن شعبة المصيصي,4,صدوق حسن الحديث,8,24
578,أشعث بن عبد الرحمن الجرمي,4,صدوق حسن الحديث,7,3
579,أشعث بن عبد الرحمن اليامي,6,مقبول,9,12
580,أشعث بن عبد الله الخراساني,3,ثقة,9,5
581,أشعث بن جابر الحداني,4,صدوق حسن الحديث,5,45
582,أشعث بن عبد الملك الحمراني,3,ثقة,6,138
583,أشعث بن قيس الكندي,1,صحابي,1,9
584,أشهب بن عبد العزيز العامري,3,ثقة,9,33
585,أشهل بن حاتم الجمحي,8,ضعيف الحديث,9,37
586,أصبغ بن الفرج الأموي,3,ثقة,10,193
587,أصبغ بن زيد الجهني,3,ثقة,7,24
588,أصبغ بن نباتة التميمي,11,متهم بالكذب ورمي بالرفض,3,43
589,أصبغ المخزومي,3,ثقة تغير,4,3
590,أعين الخوارزمي,9,مجهول,3,2
591,أفلت بن خليفة العامري,4,صدوق حسن الحديث,5,6
592,أفلح بن صفيراء الأنصاري,3,ثقة,7,26
593,أفلح بن سعيد الأنصاري,4,صدوق حسن الحديث,7,18
594,أفلح مولى أبي أيوب الأنصاري,3,ثقة,2,14
595,الأقرع بن حابس التميمي,1,صحابي,1,6
597,أم أبان بن صمعة الأنصارية,6,مقبول,3,2
598,هند بنت الوزاع,6,مقبول,4,6
599,أم أيوب بنت قيس الخزرجية,1,صحابي,1,3
600,أم إسحاق مولاة أم حكيم,1,صحابي,1,2
601,أم الأسود الخزاعية,3,ثقة,7,5
602,أم الحرير,7,مجهول الحال,4,2
603,أم الحسن,7,مجهول الحال,3,5
604,أم الحسن البصري,7,مجهول الحال,7,2
605,أم الحصين بنت إسحاق الأحمسية,1,صحابي,1,14
606,أم الحكم بنت النعمان الأنصارية,7,مجهول الحال,2,1
607,أم الطفيل الدوسية,1,صحابي,1,6
608,أم العلاء بنت الحارث الأنصارية,1,صحابي,1,3
610,أم الكرام السلمية,1,صحابي,1,1
611,أم بكر,7,مجهول الحال,3,1
612,أم بكر بنت المسور الزهرية,6,مقبول,4,11
613,أم بلال بنت هلال الأسلمية,3,مختلف في صحبتها ، والراجح أنها تابعية ثقة,2,1
614,أم جحدر العامرية,7,مجهول الحال,3,1
615,أم جندب الأزدية,1,صحابي,1,6
616,أم جنوب بنت نميلة المعافرية,7,مجهول الحال,7,1
617,أم حبيبة بنت العرباض السلمية,6,مقبول,3,8
618,أم حبيبة بنت ذؤيب المزنية,6,مقبول,6,2
619,أم حرام بنت ملحان الأنصارية,1,صحابي,1,2
620,أم حكيم بنت أسيد,7,مجهول الحال,6,1
621,أم حكيم بنت دينار,1,صحابي,1,2
622,أم حكيم بنت وداع الخزاعية,1,صحابي,1,5
623,أم حميد الساعدية,1,صحابي,1,1
624,أم حميدة بنت عبد الرحمن,7,مجهول الحال,3,2
625,أم داود بن صالح التمار,7,مجهول الحال,2,3
626,أم ذر,7,مجهول الحال,,3
627,أم ذرة مولاة عائشة,6,مقبول,3,9
628,أم سالم الأشجعية,1,صحابي,1,2
629,أم سالم بنت مالك الراسبية,6,مقبول,3,4
630,أم سعد,1,صحابي,1,5
631,أم سعد بنت سعد الأنصارية,1,صحابي,1,19
632,أم سليط بن أيوب,6,مقبول,4,2
633,أم سليمان بن أبي سليمان,3,ثقة,3,2
634,أم شراحيل,7,مجهول الحال,3,1
635,أم صالح بنت صالح,7,مجهول الحال,7,1
636,أم طارق مولاة سعد,1,صحابي,1,3
637,أم عاصم جدة المعلى,6,مقبول,3,9
638,أم عامر بنت يزيد الأنصارية,1,صحابية,1,1
639,أم عبد الحميد بن رافع,1,صحابي,1,1
640,أم عبد الرحمن بن طارق,1,صحابي,1,1
641,أم عبد الرحمن بن كعب,1,صحابي,1,1
642,أم عبد الله بن بريدة,6,مقبول,3,1
643,أم عبد الله بن عطاء,1,صحابي,1,1
644,أم عبد الله بنت أبي دومة,1,صحابي,1,1
645,أم عبد الملك بن سمرة المكية,6,مقبول,2,5
646,أم عبيد الله بن أبي بكر بن أنس,6,مقبول,3,1
647,أم عثمان بنت سفيان,1,صحابي,1,6
648,أم عثمان الجعفية,7,مجهول الحال,4,2
649,أم عطاء,1,صحابي,1,2
650,أم عمارة بن عمير التيمية,6,مقبول,3,1
651,أم عمر بن إبراهيم اليشكري,6,مقبول,6,1
652,أم عمرو بنت خوات,7,مجهول الحال,3,1
653,أم عمرو بنت عبد الله الأسدية,6,مقبول,4,3
654,أم عون بنت محمد الهاشمية,6,مقبول,3,8
655,أم عياش مولاة رقية,1,صحابي,1,6
656,أم عيسى الخزاعية,7,مجهول الحال,6,1
657,أم عيسى بن عبد الرحمن السلمي,6,مقبول,4,2
658,أم فاطمة بنت عبد الرحمن,6,مقبول,4,1
659,أم فروة بنت أبي قحافة القرشية,1,صحابي,1,2
660,أم كثير بنت يزيد الأنصارية,1,صحابي,1,3
661,أم كرز الخزاعية,1,صحابي,1,9
662,أم كلثوم بنت أبي بكر الصديق,3,ثقة,2,21
663,أم كلثوم بنت عقبة القرشية,1,صحابي,1,9
664,أم كلثوم بنت علي الهاشمية,3,ثقة,2,4
665,أم كلثوم بنت محمد التيمية,6,مقبول,3,2
666,أم مالك البهزية,1,صحابي,1,2
667,أم مالك الأنصارية,1,صحابي,1,3
668,أم مبارك بن فضالة,6,مقبول,5,3
669,حميمة بنت صيفي الأنصارية,1,صحابي,1,16
670,أم مجمع بن يزيد,1,صحابي,1,1
671,أم محمد بن أبي رزين,6,مقبول,6,1
672,أم محمد بن أبي يحيى الأسلمي,6,مقبول,5,2
673,أم محمد بن السائب المكي,6,مقبول,3,4
675,أم محمد بن حرب الخولاني,7,مجهول الحال,7,2
676,أم محمد بن عبد الرحمن,6,مقبول,3,1
677,أم محمد بن قيس القاص,6,مقبول,3,1
678,أم مزيدة بن جابر العبدي,6,مقبول,3,1
679,أم مساور الحميرية,7,مجهول الحال,3,2
680,أم مسلم الأشجعية,1,صحابي,1,1
681,أم معقل الأنصارية,1,صحابي,1,3
682,أم منبوذ بن أبي سليمان,6,مقبول,3,3
683,فاختة الكوفية,6,مقبول,3,8
684,أم نهار بنت دفاع القيسية,3,ثقة,4,2
685,أم هشام بن أبي هشام,9,مجهول,3,2
686,أم هشام بنت حارثة النجارية,1,صحابي,1,2
687,أم هلال بنت وكيع,9,مجهول,4,2
689,أم ورقة بنت عبد الله الشهيدة,1,صحابي,1,3
690,أم ولد أبي بن كعب,9,مجهول,2,1
691,أم يحيى بن حصين,1,صحابي,1,4
692,أم يعقوب امرأة من بني أسد,1,صحابي,1,2
693,أم يونس بنت شداد,7,مجهول الحال,7,1
694,فاطمة بنت حمزة الهاشمية,1,صحابي,1,5
695,أمة الواحد بنت يامين النصرية,9,مجهول,4,9
696,أمة بنت خالد القرشية,1,صحابي,1,4
697,أمي بن ربيعة المرادي,3,ثقة,7,4
698,أمية,9,مجهول,6,3
699,أمية بن بسطام العيشي,3,ثقة,10,141
700,أمية بن خالد الأزدي,3,ثقة,9,50
701,أمية بن شبل الصنعاني,3,ثقة,7,5
702,أمية بن صفوان الأكبر,4,صدوق حسن الحديث,4,4
703,أمية بن صفوان الأصغر,4,صدوق حسن الحديث,6,4
704,أمية بن عبد الله القرشي,3,ثقة,3,5
705,أمية بن عمرو القرشي,4,صدوق حسن الحديث,6,4
706,أمية بن مخشي الخزاعي,1,صحابي,1,5
707,أمية بن هند المزني,6,مقبول,6,5
708,أمية بنت أبي الحكم الغفارية,7,مجهول الحال,3,1
710,أميمة بنت رقيقة التيمية,1,صحابي,1,6
711,أمين بن ذروة الحرمازي,7,مجهول الحال,6,1
712,آمنة بنت أنس الأنصارية,6,مقبول,3,3
713,أمية بنت عبد الله,7,مجهول الحال,3,22
714,أنس القيسي,6,مقبول,6,1
715,أنس بن مالك الأصبحي,6,مقبول,4,7
716,أنس بن حكيم الضبي,7,مجهول الحال,3,2
717,أنس بن سيرين الأنصاري,3,ثقة,3,59
718,أنس بن عياض الليثي,3,ثقة,8,361
719,أنس بن مالك الكعبي,1,صحابي,1,4
720,أنس بن مالك الأنصاري,1,صحابي,1,3618
721,أنس بن أبي يحيى الأسلمي,3,ثقة,6,11
722,أنيسة بنت خبيب الأنصارية,1,صحابي,1,3
723,أهبان بن أوس الأسلمي,1,صحابي,1,1
724,وهبان بن صيفي الغفاري,1,صحابي,1,2
726,أوس بن أوس الثقفي,1,صحابي,1,14
727,أوس بن الصامت الخزرجي,1,صحابي,1,1
728,أوس بن أبي أوس الثقفي,1,صحابي,1,17
729,أوس بن أبي أوس الحجازي,8,ضعيف الحديث,4,10
730,أوس بن ضمعج النخعي,3,ثقة,2,6
731,أوس بن عبد الله الربعي,3,ثقة,3,66
732,أوس بن عبد الله السلولي,4,صدوق حسن الحديث,8,1
733,أوس بن عبد الله الأسلمي,10,متروك الحديث,7,7
734,أبو محذورة القرشي,1,صحابي,1,24
735,أوسط بن إسماعيل البجلي,3,ثقة,2,6
736,أوفى بن دلهم العدوي,4,صدوق حسن الحديث,6,3
737,أويس بن أبي أويس التميمي,7,مجهول الحال,3,3
738,أيفع بن عبد الكلاعي,8,ضعيف الحديث,3,6
739,أيمن ابن أم أيمن الحبشي,3,ثقة,3,18
740,أيمن بن ثابت الكوفي,4,صدوق حسن الحديث,4,1
741,أيمن بن خريم الأسدي,3,مختلف في صحبته,1,6
742,أيمن بن مالك الأشعري,7,مجهول الحال,3,1
743,أيمن بن نابل الحبشي,3,ثقة,5,18
744,أيوب الشامي,6,مقبول,7,1
745,أيوب الحارثي,7,مجهول الحال,2,3
746,أيوب السختياني,2,ثقة ثبتت حجة,5,983
747,أيوب بن أبي مسكين التميمي,4,صدوق حسن الحديث,6,13
749,أيوب بن النجار الحنفي,3,ثقة,8,13
750,أيوب بن بشير الأنصاري,3,له رؤية,2,11
751,أيوب بن بشير العدوى,6,مقبول,6,4
752,أيوب بن ثابت المكي,6,مقبول,6,6
753,أيوب بن جابر الحنفي,8,ضعيف الحديث,8,37
754,أيوب بن حبيب الزهري,3,ثقة,6,3
755,أيوب بن حسان الواسطي,4,صدوق حسن الحديث,10,8
756,أيوب بن الحسن المدني,4,صدوق حسن الحديث,4,1
757,أيوب بن خالد الأنصاري,7,مجهول الحال,5,7
758,أيوب بن خالد الأنصاري,6,مقبول,4,19
759,أيوب بن خوط الحبطي,10,متروك الحديث,5,23
